iter	RMSE
472	0.3805549781
473	0.380405765
474	0.3802986594
475	0.3801299694
476	0.3799782556
477	0.3798755574
478	0.3797228216
479	0.3795814104
480	0.3793977702
481	0.3792434219
482	0.3790581535
483	0.3789326501
484	0.378791615
485	0.3785495277
486	0.3784101087
487	0.3783288502
488	0.3782092161
489	0.3781101892
490	0.3779430593
491	0.3778179485
492	0.3777056475
493	0.3775832947
494	0.3774937204
495	0.3772798579
496	0.3772034272
497	0.3771127814
498	0.3767593421
499	0.3765068008
500	0.3763516596
501	0.376255425
502	0.376113488
503	0.3759582865
504	0.3758545253
505	0.3757070065
506	0.3755811677
507	0.3754073154
508	0.3752421992
509	0.3751193352
510	0.374999167
511	0.3748904816
512	0.3747684994
513	0.3746230349
514	0.3744777949
515	0.3743076257
516	0.3741920146
517	0.3741184669
518	0.3739971491
519	0.3737973096
520	0.3736798011
521	0.3735025904
522	0.3733954541
523	0.373220691
524	0.3729898781
525	0.3728481172
526	0.3727627231
527	0.3725359907
528	0.3724103137
529	0.3722654077
530	0.3721679617
531	0.3720601413
532	0.3719082302
533	0.3717820941
534	0.3716634968
535	0.3714525632
536	0.3712607313
537	0.3711665371
538	0.3710129431
539	0.3708038351
540	0.370628978
541	0.3705511607
542	0.370467709
543	0.3703648368
544	0.370202322
545	0.3701158969
546	0.3699816181
547	0.3698896738
548	0.3697919264
549	0.3695893041
550	0.3694859848
551	0.3693694054
552	0.3691665929
553	0.3690205233
554	0.3689202416
555	0.3687362139
556	0.3685900483
557	0.3684683532
558	0.3683715519
559	0.3682503328
560	0.3680068162
561	0.3679606656
562	0.3678225293
563	0.3676651914
564	0.3674705879
565	0.3673070555
566	0.3671420974
567	0.3670326329
568	0.3669268952
569	0.3667554211
570	0.3666252912
571	0.3665321283
572	0.366349961
573	0.3662199229
574	0.3660384979
575	0.3659172431
576	0.3657534504
577	0.3656757554
578	0.3655347839
579	0.3653126306
580	0.365179333
581	0.3650196415
582	0.3649415121
583	0.3648444143
584	0.3647088621
585	0.3645255853
586	0.3643686996
587	0.3642633701
588	0.3641593374
589	0.3640736804
590	0.3639474743
591	0.3638442594
592	0.363713372
593	0.3635690988
594	0.3634628805
595	0.3633334622
596	0.3631419847
597	0.3630117947
598	0.3629430809
599	0.3628450515
600	0.3627267569
601	0.3626589032
602	0.3624894094
603	0.3623292071
604	0.3621874707
605	0.3620137031
606	0.3619057711
607	0.3618491341
608	0.3617460208
609	0.3615763948
610	0.3614117085
611	0.3613248981
612	0.3612493316
613	0.3611513947
614	0.3610777832
615	0.3609774952
616	0.3608496656
617	0.3607677507
618	0.3606846275
619	0.3605976598
620	0.3604446989
621	0.3603315426
622	0.3602716795
623	0.360109023
624	0.3600187628
625	0.3599374649
626	0.3598109715
627	0.3596310691
628	0.3595344881
629	0.3594666699
630	0.3592796253
631	0.3591585222
632	0.3590516938
633	0.3589539798
634	0.3587894145
635	0.3587076758
636	0.3586067911
637	0.3584281715
638	0.3583072491
639	0.3582333854
640	0.3581652258
641	0.3580410543
642	0.357908648
643	0.3578069654
644	0.3576090278
645	0.3575176114
646	0.3573749308
647	0.3572354987
648	0.3571205735
649	0.357046222
650	0.3569262353
651	0.3568151816
652	0.3566935488
653	0.3565544844
654	0.3564747912
655	0.3563190005
656	0.3562492176
657	0.3561624702
658	0.3560817961
659	0.3559621162
660	0.3558257719
661	0.3557278468
662	0.3556459923
663	0.3555324522
664	0.3554267404
665	0.3552510035
666	0.3550789806
667	0.3549350032
668	0.3547692023
669	0.3546903479
670	0.3544745987
671	0.3543873885
672	0.3542248141
673	0.3541553961
674	0.3539647998
675	0.3538654872
676	0.353749779
677	0.3536519581
678	0.3535335494
679	0.3533752416
680	0.3532860894
681	0.3531306786
682	0.3530254229
683	0.3528628283
684	0.3527833615
685	0.3526384235
686	0.3525308124
687	0.3524150189
688	0.3522270539
689	0.3520248703
690	0.351950716
691	0.3518495172
692	0.3517334335
693	0.3515588441
694	0.3513119363
695	0.3512182848
696	0.3511171591
697	0.3509781562
698	0.3508260139
699	0.3507233277
700	0.3506283152
701	0.3505103376
702	0.3504084844
703	0.3503018713
704	0.3502129092
705	0.3500335807
706	0.3498803828
707	0.3497731359
708	0.349624999
709	0.3495336136
710	0.3493804283
711	0.349296104
712	0.3491686896
713	0.349016323
714	0.3488633034
715	0.3487542544
716	0.3486508349
717	0.348539156
718	0.3484510523
719	0.3482036724
720	0.3480308062
721	0.3478356901
722	0.347747561
723	0.3476275341
724	0.3475578708
725	0.3473998654
726	0.3473167823
727	0.3471968899
728	0.3470539425
729	0.3469320923
730	0.3468210852
731	0.3467249884
732	0.34659447
733	0.3465032144
734	0.3463825439
735	0.3462562017
736	0.3461547775
737	0.3459976453
738	0.3458808597
739	0.3457254783
740	0.345645303
741	0.3455183803
742	0.3453844833
743	0.3452736801
744	0.3451993704
745	0.3450974667
746	0.3450103852
747	0.3449246888
748	0.3448620476
749	0.3447274163
750	0.3445820428
751	0.3444374251
752	0.3443736474
753	0.344249177
754	0.3441837069
755	0.3441143671
756	0.3440210445
757	0.3439388433
758	0.3438296264
759	0.3436667173
760	0.3434989133
761	0.3434117892
762	0.3433199278
763	0.3431603278
764	0.3430614814
765	0.3429720089
766	0.3428110579
767	0.3426443653
768	0.3424849095
769	0.3423698691
770	0.3422724752
771	0.3421436955
772	0.3419816449
773	0.3418531053
774	0.3417968321
775	0.3416942602
776	0.3415480666
777	0.3414334623
778	0.3413407841
779	0.341246837
780	0.3411589296
781	0.3410572076
782	0.3409129988
783	0.3407917397
784	0.3407354138
785	0.34058012
786	0.3404369272
787	0.3403015561
788	0.340175118
789	0.3400612927
790	0.3399119109
791	0.339802921
792	0.3396963527
793	0.3395970971
794	0.3395617358
795	0.3394557466
796	0.3393680387
797	0.3392919531
798	0.3391640819
799	0.3390720084
800	0.3389671674
801	0.3388417841
802	0.338750675
803	0.3386238191
804	0.3384926365
805	0.3383691049
806	0.3382521451
807	0.3379936833
808	0.337877474
809	0.3377892395
810	0.337726615
811	0.3376465284
812	0.3374915547
813	0.3374029145
814	0.3373174871
815	0.3372255064
816	0.3371405728
817	0.3370671703
818	0.336962355
819	0.3369163516
820	0.3366855819
821	0.3365291698
822	0.3364316122
823	0.3363046978
824	0.3362153933
825	0.3361490132
826	0.3360206196
827	0.335890652
828	0.3357538951
829	0.3356692569
830	0.3355226125
831	0.3354189912
832	0.3353136949
833	0.3351485839
834	0.3350240506
835	0.3349032478
836	0.3348458877
837	0.3347290763
838	0.3346503874
839	0.3345962838
840	0.3344112333
841	0.3343135996
842	0.3341743834
843	0.3340083688
844	0.333909721
845	0.3337685173
846	0.3336093964
847	0.3335205531
848	0.3333980263
849	0.3332833706
850	0.3332111746
851	0.3331351598
852	0.3330105758
853	0.332906664
854	0.332793748
855	0.332708928
856	0.3326465001
857	0.3325222569
858	0.3323684982
859	0.3323134539
860	0.3322656303
861	0.3321286903
862	0.3319935134
863	0.3319056789
864	0.3318103807
865	0.3316481561
866	0.3315042864
867	0.3314377999
868	0.3313415257
869	0.3312342271
870	0.3310901123
871	0.3309793772
872	0.3309206509
873	0.3308393165
874	0.3307088631
875	0.3306034176
876	0.3304938521
877	0.3302874387
878	0.3301896845
879	0.3301123038
880	0.330026844
881	0.3299202872
882	0.3298209853
883	0.329779495
884	0.3296691025
885	0.329565462
886	0.3294732634
887	0.3293574919
888	0.3292747356
889	0.3291807252
890	0.3290960216
891	0.3289923297
892	0.3289345884
893	0.3288836062
894	0.3287651447
895	0.3286690993
896	0.3285351579
897	0.3284042144
898	0.328262136
899	0.328130513
900	0.3280301982
901	0.3279413972
902	0.327816393
903	0.327669213
904	0.3275681105
905	0.3275005196
906	0.3274354419
907	0.327419314
908	0.3272224002
909	0.3270720291
910	0.3269911204
911	0.3269219847
912	0.3268469932
913	0.3266343903
914	0.3265025835
915	0.3263910487
916	0.3263387465
917	0.3262303943
918	0.3260984488
919	0.3260280873
920	0.3259569433
921	0.3258727617
922	0.3258298187
923	0.3257242636
924	0.3255780353
925	0.3254535598
926	0.3253266668
927	0.3252091825
928	0.3250929523
929	0.3249981913
930	0.3249772382
931	0.3248259218
932	0.3247566317
933	0.3246344243
934	0.3245106884
935	0.3244451824
936	0.3244039852
937	0.3243396401
938	0.3242692234
939	0.3241718096
940	0.3240237444
941	0.3239350632
942	0.3238476977
943	0.3237758735
944	0.3236320158
945	0.3235199492
946	0.3234400576
947	0.3233859422
948	0.3232835843
949	0.3231876363
950	0.3230914043
951	0.3230446481
952	0.3229520558
953	0.3228735213
954	0.3227324512
955	0.3226438742
956	0.3225833384
957	0.3224955455
958	0.3223582155
959	0.3222713449
960	0.3221775824
961	0.3221126285
962	0.3219875437
963	0.3219465643
964	0.3218732507
965	0.3217620486
966	0.3216506535
967	0.3215620056
968	0.3214483838
969	0.3213602824
970	0.3212858195
971	0.3211994877
972	0.3210553164
973	0.3209743991
974	0.320899175
975	0.3207711277
976	0.3206833789
977	0.3205516183
978	0.3204492767
979	0.320371461
980	0.3202181233
981	0.3201240388
982	0.3200091175
983	0.3199083239
984	0.3198379208
985	0.3197271824
986	0.3196447128
987	0.3195810632
988	0.3195329592
989	0.3194037704
990	0.3192745879
991	0.3192143959
992	0.3191521029
993	0.3190522495
994	0.3189727551
995	0.3189006939
996	0.3188132126
997	0.318680161
998	0.3185559963
999	0.318358316
